,Name,Age,Birthday,Height,Weight,Rank,Country Represent,Year Turned Pro,Wins,Losses,Handed,Backhand Style,Number of Coaches
4730,Karen Khachanov,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
4731,Andrey Kuznetsov,25,1992.03.27,183,161.0,178,"Uccle, Belgium",2010.0,3,6,Right-Handed,Two-Handed Backhand,1
4732,Kevin Anderson,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
4733,Fernando Verdasco,30,1987.02.12,188,165.0,78,"Pau, France",2005.0,224,230,Right-Handed,Two-Handed Backhand,2
4734,Paolo Lorenzi,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,One-Handed Backhand,1
4735,Horacio Zeballos,27,1990.04.25,196,192.0,53,"Warstein, Germany",2009.0,65,92,Right-Handed,Two-Handed Backhand,1
4736,Radu Albot,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,One-Handed Backhand,1
4737,Facundo Bagnis,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,Two-Handed Backhand,1
4738,Marcos Baghdatis,26,1990.12.07,180,150.0,7,"Rocourt, Belgium",2009.0,201,128,Right-Handed,Two-Handed Backhand,1
4739,James Ward,30,1987.04.06,191,157.0,42,"The Hague, The Netherlands",2005.0,190,216,Right-Handed,Two-Handed Backhand,1
4740,Nikoloz Basilashvili,32,1985.04.17,188,200.0,15,"Le Mans, France",2004.0,426,195,Right-Handed,One-Handed Backhand,1
4741,Carlos Berlocq,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,Two-Handed Backhand,1
4742,Ruben Bemelmans,38,1979.02.28,211,230.0,80,"Zagreb, Croatia",2000.0,346,307,Right-Handed,Two-Handed Backhand,1
4743,Tommy Haas,30,1987.09.08,185,181.0,198,"Dneprodzerzhinsk, Ukraine",2006.0,61,83,Right-Handed,Two-Handed Backhand,1
4744,Simone Bolelli,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,Two-Handed Backhand,1
4745,Yen-Hsun Lu,33,1984.01.20,185,180.0,98,"Bizerte, Tunisia",2003.0,68,94,Right-Handed,Two-Handed Backhand,1
4746,Dustin Brown,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
4747,Joao Sousa,32,1985.06.17,178,181.0,103,"Limassol, Cyprus",2003.0,333,255,Right-Handed,none,1
4748,Steve Darcis,32,1985.08.21,183,190.0,151,"Murcia, Spain",2003.0,397,277,Right-Handed,Two-Handed Backhand,0
4749,Ricardas Berankis,35,1981.12.15,183,169.0,43,"Rome, Italy",2003.0,97,154,Right-Handed,Two-Handed Backhand,1
4750,Jared Donaldson,32,1984.12.08,196,172.0,125,"Celle, Germany",2002.0,60,93,Right-Handed,Two-Handed Backhand,0
4751,Janko Tipsarevic,27,1990.02.27,183,180.0,162,"Rosario, Argentina",2008.0,20,22,Left-Handed,Two-Handed Backhand,2
4752,Damir Dzumhur,25,1992.03.27,183,161.0,178,"Uccle, Belgium",2010.0,3,6,Right-Handed,Two-Handed Backhand,1
4753,Renzo Olivo,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,none,1
4754,Kyle Edmund,21,1996.05.21,198,194.0,45,"Moscow, Russia",2013.0,43,46,Right-Handed,One-Handed Backhand,0
4755,Alexander Ward,22,1995.04.14,0,,1429,,,0,2,none,Two-Handed Backhand,0
4756,Peter Gojowczyk,27,1990.07.13,188,176.0,101,"Vienna, Austria",2007.0,16,28,Left-Handed,Two-Handed Backhand,3
4757,Marius Copil,35,1982.01.12,185,163.0,249,"Strasbourg, France",1999.0,276,306,Right-Handed,Two-Handed Backhand,1
4758,Ernests Gulbis,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,Two-Handed Backhand,1
4759,Victor Estrella Burgos,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,none,1
4760,Ryan Harrison,24,1993.07.10,198,203.0,62,"Pribram, Czech Republic",2009.0,85,102,Left-Handed,Two-Handed Backhand,1
4761,Borna Coric,27,1990.05.19,0,172.0,476,"Venlo, Netherlands",,0,1,none,Two-Handed Backhand,0
4762,Jerzy Janowicz,32,1985.04.27,188,183.0,66,"Mar del Plata, Argentina",2003.0,80,119,Left-Handed,Two-Handed Backhand,2
4763,Denis Shapovalov,34,1983.10.05,191,180.0,69,"Bayreuth, Germany",2001.0,241,246,Right-Handed,Two-Handed Backhand,1
4764,Mikhail Kukushkin,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,Two-Handed Backhand,1
4765,Taro Daniel,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,Two-Handed Backhand,2
4766,Dusan Lajovic,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
4767,Stefanos Tsitsipas,26,1991.06.03,0,168.0,311,Madrid,,0,0,none,Two-Handed Backhand,1
4768,Florian Mayer,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,Two-Handed Backhand,1
4769,Viktor Troicki,26,1991.07.12,188,194.0,140,Sarajevo,2012.0,17,12,Right-Handed,Two-Handed Backhand,1
4770,Thiago Monteiro,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,Two-Handed Backhand,1
4771,Andrew Whittington,31,1986.01.30,173,165.0,191,"Montpellier, France",2007.0,7,21,Left-Handed,Two-Handed Backhand,1
4772,Sebastian Ofner,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,none,2
4773,Thomaz Bellucci,32,1985.06.04,198,207.0,240,"Castel del Piano, Italy",,5,16,Right-Handed,Two-Handed Backhand,1
4774,Benoit Paire,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
4775,Rogerio Dutra Silva,26,1991.09.10,183,176.0,258,"Naples, Italy",2007.0,0,3,Right-Handed,Two-Handed Backhand,1
4776,Adam Pavlasek,26,1991.07.12,188,194.0,140,Sarajevo,2012.0,17,12,Right-Handed,Two-Handed Backhand,1
4777,Ernesto Escobedo,36,1981.09.10,185,187.0,421,"Basel, Switzerland",2000.0,52,98,Right-Handed,none,1
4778,Lukas Rosol,31,1986.01.30,173,165.0,191,"Montpellier, France",2007.0,7,21,Left-Handed,Two-Handed Backhand,1
4779,Henri Laaksonen,28,1989.05.26,173,152.0,73,"Grottaglie, Italy",2005.0,9,28,Right-Handed,none,2
4780,Andrey Rublev,26,1991.06.03,0,168.0,311,Madrid,,0,0,none,Two-Handed Backhand,1
4781,Stefano Travaglia,27,1990.05.09,185,163.0,72,"Moscow, Russia",2007.0,36,79,Right-Handed,One-Handed Backhand,1
4782,Dudi Sela,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,Two-Handed Backhand,1
4783,Marcel Granollers,24,1993.01.27,191,168.0,99,"New York, NY, USA",2010.0,18,39,Right-Handed,Two-Handed Backhand,0
4784,Andreas Seppi,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,One-Handed Backhand,1
4785,Norbert Gombos,23,1994.03.09,0,,1304,,,0,4,none,Two-Handed Backhand,0
4786,Gilles Simon,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,One-Handed Backhand,1
4787,Nicolas Jarry,23,1994.05.27,0,,1645,,,0,5,none,One-Handed Backhand,0
4788,Sergiy Stakhovsky,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
4789,Julien Benneteau,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,One-Handed Backhand,1
4790,Yuichi Sugita,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
4791,Brydan Klein,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,One-Handed Backhand,1
4792,Frances Tiafoe,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
4793,Robin Haase,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,Two-Handed Backhand,1
4794,Jiri Vesely,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,One-Handed Backhand,1
4795,Illya Marchenko,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,Two-Handed Backhand,1
4796,Donald Young,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,One-Handed Backhand,3
4797,Denis Istomin,31,1986.01.01,180,176.0,32,"Concordia, Argentina",2004.0,178,155,Right-Handed,One-Handed Backhand,2
4798,Mikhail Youzhny,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
4799,Nicolas Mahut,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,Two-Handed Backhand,1
4800,Peter Gojowczyk,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,Two-Handed Backhand,1
4801,Lukas Lacko,26,1991.07.12,188,172.0,10,"Gijon, Spain",2009.0,111,110,Right-Handed,Two-Handed Backhand,2
4802,Andrey Rublev,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,One-Handed Backhand,1
4803,Paul-Henri Mathieu,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,Two-Handed Backhand,1
4804,Lukas Rosol,31,1986.01.01,180,176.0,32,"Concordia, Argentina",2004.0,178,155,Right-Handed,Two-Handed Backhand,2
4805,Darian King,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
4806,Illya Marchenko,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,One-Handed Backhand,1
4807,Marcus Willis,35,1981.12.15,183,169.0,43,"Rome, Italy",2003.0,97,154,Right-Handed,Two-Handed Backhand,1
4808,Sergiy Stakhovsky,26,1991.07.12,188,172.0,10,"Gijon, Spain",2009.0,111,110,Right-Handed,Two-Handed Backhand,2
4809,Tatsuma Ito,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
4810,Ruben Bemelmans,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,One-Handed Backhand,1
4811,Gerald Melzer,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
4812,Stefano Travaglia,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
4813,Peter Polansky,25,1991.12.18,191,187.0,544,"Sydney, Australia",2009.0,2,2,Right-Handed,Two-Handed Backhand,1
4814,Daniel Brands,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
4815,Alexander Bublik,31,1986.04.12,191,169.0,177,"Barcelona, Spain",2003.0,189,234,Right-Handed,Two-Handed Backhand,1
4816,Taylor Fritz,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,Two-Handed Backhand,1
4817,Vincent Millot,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
4818,Simone Bolelli,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,Two-Handed Backhand,1
4819,Pedro Sousa,30,1987.05.24,178,163.0,27,"Sanremo, Italy",2004.0,282,259,Right-Handed,Two-Handed Backhand,1
4820,Christian Garin,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
4821,John-Patrick Smith,29,1988.11.07,180,157.0,38,"Kiev, Ukraine",2006.0,216,196,Right-Handed,Two-Handed Backhand,1
4822,Nicolas Jarry,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,Two-Handed Backhand,1
4823,Dennis Novikov,28,1989.07.11,191,176.0,143,"Bratislava, Slovakia",2007.0,117,122,Left-Handed,One-Handed Backhand,1
4824,Sebastian Ofner,31,1986.04.12,191,169.0,177,"Barcelona, Spain",2003.0,189,234,Right-Handed,One-Handed Backhand,1
4825,Jay Clarke,30,1987.11.27,188,166.0,229,"Pereira, Colombia",2004.0,165,198,Right-Handed,Two-Handed Backhand,1
4826,Stefanos Tsitsipas,25,1991.12.18,191,187.0,544,"Sydney, Australia",2009.0,2,2,Right-Handed,Two-Handed Backhand,1
4827,Joris De Loore,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
4828,Alexander Ward,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,One-Handed Backhand,1
4829,Teymuraz Gabashvili,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
4830,Andrew Whittington,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,Two-Handed Backhand,1
4831,Denis Kudla,23,1994.06.03,183,172.0,393,"Sydney, Australia",,0,2,Right-Handed,Two-Handed Backhand,2
4832,Vincent Millot,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
4833,Tennys Sandgren,23,1994.05.31,183,172.0,124,"Fortaleza, Brazil",2011.0,19,31,Left-Handed,One-Handed Backhand,2
4834,Lukas Lacko,35,1981.12.15,183,169.0,43,"Rome, Italy",2003.0,97,154,Right-Handed,Two-Handed Backhand,1
4835,Andrea Arnaboldi,34,1983.10.05,191,180.0,69,"Bayreuth, Germany",2001.0,241,246,Right-Handed,Two-Handed Backhand,1
4836,Andrey Rublev,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
4837,James McGee,29,1987.12.30,188,181.0,113,"Tiete, Brazil",2005.0,199,211,Left-Handed,Two-Handed Backhand,1
4838,Alexander Ward,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
4839,Go Soeda,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,Two-Handed Backhand,2
4840,Darian King,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,One-Handed Backhand,2
4841,Bradley Klahn,32,1985.08.21,183,190.0,151,"Murcia, Spain",2003.0,397,277,Right-Handed,none,0
4842,Illya Marchenko,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,Two-Handed Backhand,1
4843,Benjamin Becker,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,Two-Handed Backhand,2
4844,Sergiy Stakhovsky,23,1994.05.31,183,172.0,124,"Fortaleza, Brazil",2011.0,19,31,Left-Handed,One-Handed Backhand,2
4845,Roberto Quiroz,30,1987.11.27,188,166.0,229,"Pereira, Colombia",2004.0,165,198,Right-Handed,Two-Handed Backhand,1
4846,Ruben Bemelmans,25,1991.12.18,191,187.0,544,"Sydney, Australia",2009.0,2,2,Right-Handed,Two-Handed Backhand,1
4847,Mathias Bourgue,23,1994.01.18,188,183.0,161,"Avignon, France",,1,3,Right-Handed,Two-Handed Backhand,1
4848,Peter Polansky,23,1994.06.03,183,172.0,393,"Sydney, Australia",,0,2,Right-Handed,Two-Handed Backhand,2
4849,Aleksandr Nedovyesov,26,1991.06.03,0,168.0,311,Madrid,,0,0,none,Two-Handed Backhand,1
4850,Nicolas Jarry,23,1994.01.18,188,183.0,161,"Avignon, France",,1,3,Right-Handed,Two-Handed Backhand,1
4851,Konstantin Kravchuk,35,1982.01.12,185,163.0,249,"Strasbourg, France",1999.0,276,306,Right-Handed,Two-Handed Backhand,1
4852,Alexander Bublik,23,1994.06.03,183,172.0,393,"Sydney, Australia",,0,2,Right-Handed,Two-Handed Backhand,2
4853,Blake Mott,30,1987.09.08,185,181.0,198,"Dneprodzerzhinsk, Ukraine",2006.0,61,83,Right-Handed,Two-Handed Backhand,1
4854,Paul-Henri Mathieu,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,none,1
4855,Maximo Gonzalez,32,1985.06.04,198,207.0,240,"Castel del Piano, Italy",,5,16,Right-Handed,One-Handed Backhand,1
4856,Taylor Fritz,23,1994.05.31,183,172.0,124,"Fortaleza, Brazil",2011.0,19,31,Left-Handed,Two-Handed Backhand,2
4857,Alejandro Gonzalez,28,1989.05.26,173,152.0,73,"Grottaglie, Italy",2005.0,9,28,Right-Handed,One-Handed Backhand,2
4858,Christian Garin,25,1991.12.18,191,187.0,544,"Sydney, Australia",2009.0,2,2,Right-Handed,Two-Handed Backhand,1
4859,Bjorn Fratangelo,29,1987.12.26,183,159.0,74,"Volgograd, Russia",2006.0,117,151,Right-Handed,Two-Handed Backhand,1
4860,Peter Gojowczyk,30,1987.11.27,188,166.0,229,"Pereira, Colombia",2004.0,165,198,Right-Handed,Two-Handed Backhand,1
4861,Nikola Milojevic,24,1993.08.11,188,181.0,228,"Williamstown, Australia",,2,3,Right-Handed,Two-Handed Backhand,0
4862,Stefano Travaglia,26,1991.06.03,0,168.0,311,Madrid,,0,0,none,Two-Handed Backhand,1
4863,Quentin Halys,27,1990.06.30,183,172.0,75,"Belgrade, Serbia",2007.0,75,99,Right-Handed,Two-Handed Backhand,1
4864,Gerald Melzer,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,Two-Handed Backhand,2
4865,Ti Chen,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
4866,Simone Bolelli,25,1992.09.24,191,185.0,8,"Lincoln, NE, USA",2011.0,153,103,Right-Handed,Two-Handed Backhand,1
4867,Adrian Menendez-Maceiras,28,1989.03.30,185,163.0,57,"Guimaraes, Portugal",2008.0,142,157,Right-Handed,Two-Handed Backhand,1
4868,Dennis Novikov,25,1992.09.24,191,185.0,8,"Lincoln, NE, USA",2011.0,153,103,Right-Handed,Two-Handed Backhand,1
4869,Stefan Kozlov,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
4870,Daniel Brands,28,1989.03.30,185,163.0,57,"Guimaraes, Portugal",2008.0,142,157,Right-Handed,Two-Handed Backhand,1
4871,Calvin Hemery ,32,1985.06.17,178,181.0,103,"Limassol, Cyprus",2003.0,333,255,Right-Handed,Two-Handed Backhand,1
4872,Jay Clarke,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
4873,Elias Ymer,32,1985.04.26,208,238.0,17,"Greensboro, NC, USA",2007.0,359,220,Right-Handed,Two-Handed Backhand,2
4874,Joris De Loore,25,1992.09.24,191,185.0,8,"Lincoln, NE, USA",2011.0,153,103,Right-Handed,Two-Handed Backhand,1
4875,Jozef Kovalik,30,1987.02.12,188,165.0,78,"Pau, France",2005.0,224,230,Right-Handed,Two-Handed Backhand,2
4876,Teymuraz Gabashvili,32,1985.06.17,178,181.0,103,"Limassol, Cyprus",2003.0,333,255,Right-Handed,Two-Handed Backhand,1
4877,Grega Zemlja,24,1993.07.10,198,203.0,62,"Pribram, Czech Republic",2009.0,85,102,Left-Handed,Two-Handed Backhand,1
4878,Tatsuma Ito,28,1989.03.30,185,163.0,57,"Guimaraes, Portugal",2008.0,142,157,Right-Handed,Two-Handed Backhand,1
4879,Alex de Minaur,30,1987.04.06,191,157.0,42,"The Hague, The Netherlands",2005.0,190,216,Right-Handed,One-Handed Backhand,1
4880,Denis Kudla,32,1985.04.26,208,238.0,17,"Greensboro, NC, USA",2007.0,359,220,Right-Handed,Two-Handed Backhand,2
4881,Riccardo Bellotti,33,1984.01.20,185,180.0,98,"Bizerte, Tunisia",2003.0,68,94,Right-Handed,Two-Handed Backhand,1
4882,Sebastian Ofner,30,1987.04.06,191,157.0,42,"The Hague, The Netherlands",2005.0,190,216,Right-Handed,Two-Handed Backhand,1
4883,Miljan Zekic,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
4884,Lukas Rosol,25,1992.09.24,191,185.0,8,"Lincoln, NE, USA",2011.0,153,103,Right-Handed,Two-Handed Backhand,1
4885,Rajeev Ram,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,Two-Handed Backhand,2
4886,John-Patrick Smith,30,1987.02.12,188,165.0,78,"Pau, France",2005.0,224,230,Right-Handed,Two-Handed Backhand,2
4887,Mackenzie McDonald,36,1981.09.20,185,162.0,36,"Toledo, Spain",1997.0,452,409,Left-Handed,Two-Handed Backhand,1
4888,Pedro Sousa,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
4889,Steven Diez,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,Two-Handed Backhand,1
4890,Stefanos Tsitsipas,32,1985.06.17,178,181.0,103,"Limassol, Cyprus",2003.0,333,255,Right-Handed,One-Handed Backhand,1
4891,Yannick Hanfmann,32,1984.12.08,196,172.0,125,"Celle, Germany",2002.0,60,93,Right-Handed,Two-Handed Backhand,0
4892,Andrew Whittington,28,1989.03.30,185,163.0,57,"Guimaraes, Portugal",2008.0,142,157,Right-Handed,Two-Handed Backhand,1
4893,Tim Smyczek,27,1989.12.31,188,183.0,134,"Perth, Australia",2007.0,1,10,Right-Handed,Two-Handed Backhand,0
4894,Marcus Willis,24,1993.07.10,198,203.0,62,"Pribram, Czech Republic",2009.0,85,102,Left-Handed,Two-Handed Backhand,1
4895,Liam Broady,30,1987.04.25,180,176.0,250,"Westminster, Great Britain",2002.0,1,10,Right-Handed,Two-Handed Backhand,1
4896,Pedro Sousa,28,1989.03.30,185,163.0,57,"Guimaraes, Portugal",2008.0,142,157,Right-Handed,Two-Handed Backhand,1
4897,Alessandro Giannessi,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
4898,Stefanos Tsitsipas,36,1981.09.20,185,162.0,36,"Toledo, Spain",1997.0,452,409,Left-Handed,Two-Handed Backhand,1
4899,Santiago Giraldo,30,1987.10.16,191,187.0,15,"Auckland, New Zealand",2009.0,103,88,Right-Handed,Two-Handed Backhand,1
4900,Tennys Sandgren,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
4901,Michael Mmoh,37,1980.05.17,185,170.0,218,"Montargis, France",2001.0,37,72,Right-Handed,Two-Handed Backhand,1
4902,Lukas Lacko,32,1985.06.17,178,181.0,103,"Limassol, Cyprus",2003.0,333,255,Right-Handed,One-Handed Backhand,1
4903,Hiroki Moriya,29,1988.06.29,180,154.0,28,"Soisy-sous-Montmorency, France",2004.0,136,163,Left-Handed,Two-Handed Backhand,1
4904,Andrey Rublev,32,1984.12.08,196,172.0,125,"Celle, Germany",2002.0,60,93,Right-Handed,Two-Handed Backhand,0
4905,Joao Domingues,19,1998.01.10,185,187.0,175,"Riyadh, Saudi Arabia",2016.0,0,7,Right-Handed,Two-Handed Backhand,1
4906,Go Soeda,30,1987.02.12,188,165.0,78,"Pau, France",2005.0,224,230,Right-Handed,Two-Handed Backhand,2
4907,Inigo Cervantes,31,1986.02.08,185,183.0,55,"Orenbourg, Russia",2001.0,81,77,Right-Handed,Two-Handed Backhand,1
4908,Riccardo Bellotti,30,1987.04.06,191,157.0,42,"The Hague, The Netherlands",2005.0,190,216,Right-Handed,Two-Handed Backhand,1
4909,Blaz Kavcic,27,1990.09.27,183,176.0,561,Auckland,,2,4,Right-Hande,Two-Handed Backhand,0
4910,Darian King,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,One-Handed Backhand,2
4911,Lorenzo Giustino,34,1983.06.04,185,176.0,70,"La Roda (Albacete), Spain",2002.0,275,321,Right-Handed,Two-Handed Backhand,1
4912,Illya Marchenko,33,1984.01.20,185,180.0,98,"Bizerte, Tunisia",2003.0,68,94,Right-Handed,Two-Handed Backhand,1
4913,Filip Krajinovic,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
4914,Calvin Hemery ,27,1989.12.31,188,183.0,134,"Perth, Australia",2007.0,1,10,Right-Handed,none,0
4915,Luca Vanni,27,1990.02.27,183,180.0,162,"Rosario, Argentina",2008.0,20,22,Left-Handed,Two-Handed Backhand,2
4916,Sergiy Stakhovsky,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,Two-Handed Backhand,1
4917,Kenny De Schepper,21,1996.05.21,198,194.0,45,"Moscow, Russia",2013.0,43,46,Right-Handed,Two-Handed Backhand,0
4918,Ruben Bemelmans,24,1993.07.10,198,203.0,62,"Pribram, Czech Republic",2009.0,85,102,Left-Handed,Two-Handed Backhand,1
4919,Tristan Lamasine,32,1985.04.27,188,183.0,66,"Mar del Plata, Argentina",2003.0,80,119,Left-Handed,Two-Handed Backhand,2
4920,John-Patrick Smith,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,none,2
4921,Laslo Djere,30,1987.04.25,180,176.0,250,"Westminster, Great Britain",2002.0,1,10,Right-Handed,Two-Handed Backhand,1
4922,Miljan Zekic,27,1989.12.31,188,183.0,134,"Perth, Australia",2007.0,1,10,Right-Handed,Two-Handed Backhand,0
4923,Maximilian Marterer,26,1991.03.17,0,,303,,,1,6,none,Two-Handed Backhand,0
4924,Peter Polansky,19,1998.01.10,185,187.0,175,"Riyadh, Saudi Arabia",2016.0,0,7,Right-Handed,One-Handed Backhand,1
4925,Marco Trungelliti,27,1990.11.13,203,207.0,123,"Lodz, Poland",2007.0,101,95,Right-Handed,Two-Handed Backhand,0
4926,Konstantin Kravchuk,27,1990.09.27,183,176.0,561,Auckland,,2,4,Right-Hande,none,0
4927,Matteo Donati,22,1995.08.23,188,176.0,114,"Johannesburg, South Africa",2017.0,2,4,Left-Handed,Two-Handed Backhand,1
4928,Rajeev Ram,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,none,2
4929,Reilly Opelka,36,1981.01.15,185,198.0,40,"Barlinek, Poland",2003.0,454,364,Right-Handed,Two-Handed Backhand,1
4930,Alex de Minaur,26,1991.03.17,0,,303,,,1,6,none,Two-Handed Backhand,0
4931,Jurgen Melzer,32,1985.08.28,178,180.0,65,"Washington, DC, USA",2008.0,179,149,Left-Handed,One-Handed Backhand,2
4932,Alexander Bublik,19,1998.01.10,185,187.0,175,"Riyadh, Saudi Arabia",2016.0,0,7,Right-Handed,One-Handed Backhand,1
