,Name,Age,Birthday,Height,Weight,Rank,Country Represent,Year Turned Pro,Wins,Losses,Handed,Backhand Style,Number of Coaches
5820,Gael Monfils,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
5821,Kei Nishikori,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
5822,Adrian Mannarino,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
5823,Milos Raonic,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
5824,Grigor Dimitrov,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,Two-Handed Backhand,1
5825,Mischa Zverev,26,1991.03.18,188,174.0,81,"Schiltigheim, France",2010.0,30,51,Right-Handed,Two-Handed Backhand,2
5826,Sam Querrey,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
5827,Jo-Wilfried Tsonga,37,1980.05.17,185,170.0,218,"Montargis, France",2001.0,37,72,Right-Handed,Two-Handed Backhand,1
5828,Hyeon Chung,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
5829,David Goffin,30,1987.10.07,198,210.0,13,"San Francisco, CA, USA",2006.0,321,257,Right-Handed,Two-Handed Backhand,1
5830,Kevin Anderson,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
5831,Pablo Carreno Busta,21,1996.04.10,183,173.0,144,"Skara, Sweden",2014.0,13,30,Right-Handed,Two-Handed Backhand,1
5832,Roberto Bautista Agut,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
5833,Ryan Harrison,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
5834,David Ferrer,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
5835,Jack Sock,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
5836,Nick Kyrgios,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
5837,Paolo Lorenzi,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
5838,Jared Donaldson,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
5839,Benoit Paire,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,One-Handed Backhand,1
5840,Robin Haase,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
5841,Ernesto Escobedo,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
5842,Denis Shapovalov,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
5843,Juan Martin del Potro,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
5844,David Goffin,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
5845,Yuichi Sugita,29,1987.12.26,183,159.0,74,"Volgograd, Russia",2006.0,117,151,Right-Handed,Two-Handed Backhand,1
5846,Pablo Carreno Busta,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
5847,Karen Khachanov,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,Two-Handed Backhand,2
5848,Roberto Bautista Agut,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
5849,Tim Smyczek,33,1984.09.05,178,160.0,150,"Kanagawa, Japan",2003.0,53,87,Right-Handed,Two-Handed Backhand,1
5850,Jared Donaldson,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
5851,Lucas Pouille,33,1984.03.18,193,180.0,22,"Denver, CO, USA",2004.0,214,193,Right-Handed,Two-Handed Backhand,2
5852,Juan Martin del Potro,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
5853,John Isner,24,1993.08.11,188,181.0,228,"Williamstown, Australia",,2,3,Right-Handed,One-Handed Backhand,0
5854,Jack Sock,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
5855,Pierre-Hugues Herbert,24,1993.07.19,183,175.0,111,"Pittsburgh, PA, USA",2012.0,14,22,Right-Handed,One-Handed Backhand,1
5856,Nick Kyrgios,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,One-Handed Backhand,1
5857,Viktor Troicki,19,1998.02.01,183,174.0,167,"Skopje, Macedonia",2013.0,5,15,Right-Handed,Two-Handed Backhand,2
5858,Kevin Anderson,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
5859,Dudi Sela,31,1986.05.21,178,168.0,234,"Lubeck, Germany",2004.0,63,102,Right-Handed,Two-Handed Backhand,2
5860,Hyeon Chung,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
5861,Feliciano Lopez,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
5862,Borna Coric,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
5863,Mikhail Youzhny,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
5864,Ernesto Escobedo,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
5865,Nikoloz Basilashvili,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,One-Handed Backhand,1
5866,David Ferrer,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
5867,Kyle Edmund,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,One-Handed Backhand,1
5868,Richard Gasquet,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
5869,Brayden Schnur,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
5870,Robin Haase,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
5871,Albert Ramos-Vinolas,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
5872,Ryan Harrison,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,One-Handed Backhand,2
5873,Thomas Fabbiano,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
5874,Paolo Lorenzi,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
5875,Frances Tiafoe,29,1988.09.28,198,196.0,6,"Medjugorje, Bosnia-Herzegovina",2005.0,435,232,Right-Handed,Two-Handed Backhand,2
5876,Adrian Mannarino,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,One-Handed Backhand,2
5877,Daniil Medvedev,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
5878,Gael Monfils,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
5879,Steve Johnson,33,1984.03.13,178,169.0,77,"Liege, Belgium",2003.0,111,121,Right-Handed,Two-Handed Backhand,1
5880,Benoit Paire,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
5881,Donald Young,28,1989.07.11,191,176.0,143,"Bratislava, Slovakia",2007.0,117,122,Left-Handed,Two-Handed Backhand,1
5882,Peter Polansky,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,One-Handed Backhand,1
5883,Vasek Pospisil,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
5884,Sam Querrey,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,Two-Handed Backhand,1
5885,Vincent Millot,25,1992.03.15,180,160.0,146,"Rosario, Argentina",2009.0,20,28,Right-Handed,Two-Handed Backhand,3
5886,Diego Schwartzman,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
5887,Reilly Opelka,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,One-Handed Backhand,1
5888,Denis Shapovalov,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
5889,Rogerio Dutra Silva,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
5890,Mischa Zverev,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,One-Handed Backhand,1
5891,Norbert Gombos,32,1985.02.23,191,176.0,275,"Moscow, Russia",2004.0,10,28,Right-Handed,Two-Handed Backhand,1
5892,Pierre-Hugues Herbert,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,One-Handed Backhand,1
5893,Mikhail Youzhny,21,1996.11.14,185,174.0,48,"Zagreb, Croatia",2013.0,79,86,Right-Handed,One-Handed Backhand,0
5894,Dudi Sela,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,Two-Handed Backhand,1
5895,Matthew Ebden,30,1987.10.19,193,187.0,471,"Vuyyuru, India",2012.0,5,5,Right-Handed,Two-Handed Backhand,0
5896,Reilly Opelka,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,Two-Handed Backhand,1
5897,Ernesto Escobedo,28,1989.11.11,175,152.0,87,"Chisinau, Moldova",2008.0,30,42,Right-Handed,Two-Handed Backhand,1
5898,Norbert Gombos,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
5899,James McGee,34,1983.06.04,185,176.0,70,"La Roda (Albacete), Spain",2002.0,275,321,Right-Handed,Two-Handed Backhand,1
5900,Thomas Fabbiano,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,One-Handed Backhand,1
5901,Nicolas Mahut,23,1994.11.08,188,169.0,137,"Chennai, India",,12,13,Right-Handed,Two-Handed Backhand,2
5902,Vincent Millot,33,1984.03.13,178,169.0,77,"Liege, Belgium",2003.0,111,121,Right-Handed,Two-Handed Backhand,1
5903,Brydan Klein,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,Two-Handed Backhand,1
5904,Tim Smyczek,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
5905,Frank Dancevic,27,1990.06.30,183,172.0,75,"Belgrade, Serbia",2007.0,75,99,Right-Handed,One-Handed Backhand,1
5906,Pierre-Hugues Herbert,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
5907,Luke Saville,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,Two-Handed Backhand,1
5908,Dudi Sela,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
5909,Samuel Monette,23,1994.05.31,183,172.0,124,"Fortaleza, Brazil",2011.0,19,31,Left-Handed,Two-Handed Backhand,2
5910,Ernesto Escobedo,25,1992.03.15,180,160.0,146,"Rosario, Argentina",2009.0,20,28,Right-Handed,Two-Handed Backhand,3
5911,Christian Harrison,18,1998.12.22,183,170.0,141,"Oslo, Norway",2015.0,9,12,Right-Handed,Two-Handed Backhand,1
5912,Norbert Gombos,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,One-Handed Backhand,1
5913,Raheel Manji,25,1992.05.20,175,154.0,30,"Sarajevo, Bosnia-Herzegovina",2011.0,76,66,Right-Handed,Two-Handed Backhand,1
5914,Frank Dancevic,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
5915,Marius Copil,36,1981.05.22,183,178.0,189,"Vienna, Austria",1999.0,348,334,Left-Handed,Two-Handed Backhand,1
5916,Thomas Fabbiano,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
5917,Hubert Hurkacz,25,1992.08.16,178,165.0,95,"Merlo, Argentina",2009.0,11,15,Right-Handed,Two-Handed Backhand,2
5918,Mikhail Youzhny,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
5919,Lloyd Harris,28,1989.11.12,188,176.0,256,"Chennai, India",,1,1,Left-Handed,none,1
5920,Nicolas Mahut,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,Two-Handed Backhand,1
5921,Andrew Whittington,27,1990.01.31,180,172.0,222,"Santiago del Estero, Argentina",2008.0,5,8,Right-Handed,Two-Handed Backhand,2
5922,Reilly Opelka,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,One-Handed Backhand,1
5923,Kelsey Stevenson,29,1988.07.12,185,174.0,345,"Belgrade, Serbia",,1,2,Right-Handed,Two-Handed Backhand,1
5924,Matthew Ebden,25,1992.08.16,178,165.0,95,"Merlo, Argentina",2009.0,11,15,Right-Handed,One-Handed Backhand,2
5925,Benjamin Sigouin,20,1997.01.14,185,168.0,418,"Chennai, India",,0,0,Right-Handed,Two-Handed Backhand,1
5926,Vincent Millot,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
5927,Filip Peliwo,30,1987.09.20,198,212.0,290,"Sibenik, Croatia",,6,18,Right-Handed,One-Handed Backhand,1
5928,Tim Smyczek,27,1990.01.31,180,172.0,222,"Santiago del Estero, Argentina",2008.0,5,8,Right-Handed,Two-Handed Backhand,2
5929,Pavel Krainik,26,1991.01.11,173,150.0,340,"Cernusco sul Naviglio, Italy",,0,1,Right-Handed,Two-Handed Backhand,1
5930,James McGee,36,1981.05.22,183,178.0,189,"Vienna, Austria",1999.0,348,334,Left-Handed,One-Handed Backhand,1
5931,Philip Bester,26,1991.03.17,0,,303,,,1,6,none,Two-Handed Backhand,0
5932,Brydan Klein,28,1989.11.12,188,176.0,256,"Chennai, India",,1,1,Left-Handed,Two-Handed Backhand,1
5933,Antoine Leduc,27,1990.10.16,170,143.0,343,"Tokyo, Japan",,2,9,Right-Handed,Two-Handed Backhand,1
5934,Grigor Dimitrov,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
5935,Nick Kyrgios,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,One-Handed Backhand,2
5936,Grigor Dimitrov,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
5937,John Isner,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
5938,Nick Kyrgios,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,One-Handed Backhand,2
5939,David Ferrer,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,Two-Handed Backhand,0
5940,Nick Kyrgios,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
5941,Rafael Nadal,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
5942,David Ferrer,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
5943,Dominic Thiem,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,One-Handed Backhand,1
5944,Grigor Dimitrov,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
5945,Yuichi Sugita,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
5946,John Isner,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
5947,Jared Donaldson,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,Two-Handed Backhand,1
5948,Rafael Nadal,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,One-Handed Backhand,0
5949,Albert Ramos-Vinolas,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,One-Handed Backhand,1
5950,Dominic Thiem,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,Two-Handed Backhand,0
5951,Adrian Mannarino,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
5952,Grigor Dimitrov,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
5953,Juan Martin del Potro,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
5954,David Ferrer,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,Two-Handed Backhand,1
5955,Pablo Carreno Busta,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,Two-Handed Backhand,1
5956,John Isner,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,One-Handed Backhand,2
5957,Frances Tiafoe,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
5958,Jared Donaldson,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
5959,Nikoloz Basilashvili,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,Two-Handed Backhand,1
5960,Nick Kyrgios,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
5961,Ivo Karlovic,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
5962,Yuichi Sugita,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
5963,Karen Khachanov,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
5964,Rafael Nadal,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,One-Handed Backhand,2
5965,Richard Gasquet,29,1988.11.07,180,157.0,38,"Kiev, Ukraine",2006.0,216,196,Right-Handed,Two-Handed Backhand,1
5966,Dominic Thiem,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,One-Handed Backhand,1
5967,Fabio Fognini,32,1984.12.27,183,154.0,89,"Nice, France",2002.0,421,307,Right-Handed,Two-Handed Backhand,0
5968,Frances Tiafoe,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
5969,Alexander Zverev,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
5970,Grigor Dimitrov,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
5971,Feliciano Lopez,25,1992.10.21,196,201.0,142,"Stuttgart, Germany",2008.0,169,158,Right-Handed,Two-Handed Backhand,1
5972,Ivo Karlovic,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
5973,Jo-Wilfried Tsonga,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
5974,Pablo Carreno Busta,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
5975,Mischa Zverev,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
5976,John Isner,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,Two-Handed Backhand,1
5977,Tommy Paul,26,1991.03.18,188,174.0,81,"Schiltigheim, France",2010.0,30,51,Right-Handed,Two-Handed Backhand,2
5978,Adrian Mannarino,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
5979,Sam Querrey,37,1980.05.17,185,170.0,218,"Montargis, France",2001.0,37,72,Right-Handed,Two-Handed Backhand,1
5980,Albert Ramos-Vinolas,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
5981,Gilles Muller,30,1987.10.07,198,210.0,13,"San Francisco, CA, USA",2006.0,321,257,Right-Handed,Two-Handed Backhand,1
5982,Nikoloz Basilashvili,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
5983,Christian Harrison,21,1996.04.10,183,173.0,144,"Skara, Sweden",2014.0,13,30,Right-Handed,Two-Handed Backhand,1
5984,Juan Martin del Potro,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
5985,Mitchell Krueger,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
5986,Jared Donaldson,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
5987,Ramkumar Ramanathan,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
5988,David Ferrer,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
5989,Janko Tipsarevic,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
5990,Karen Khachanov,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
5991,Thomas Fabbiano,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,One-Handed Backhand,1
5992,Nick Kyrgios,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
5993,Alexandr Dolgopolov,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
5994,Yuichi Sugita,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
5995,Joao Sousa,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
5996,Nick Kyrgios,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
5997,David Goffin,29,1987.12.26,183,159.0,74,"Volgograd, Russia",2006.0,117,151,Right-Handed,Two-Handed Backhand,1
5998,Juan Martin del Potro,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
5999,Tomas Berdych,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,Two-Handed Backhand,2
6000,Pablo Carreno Busta,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
6001,Paolo Lorenzi,33,1984.09.05,178,160.0,150,"Kanagawa, Japan",2003.0,53,87,Right-Handed,Two-Handed Backhand,1
6002,Jared Donaldson,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
6003,Roberto Bautista Agut,33,1984.03.18,193,180.0,22,"Denver, CO, USA",2004.0,214,193,Right-Handed,Two-Handed Backhand,2
6004,Yuichi Sugita,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
6005,Jack Sock,24,1993.08.11,188,181.0,228,"Williamstown, Australia",,2,3,Right-Handed,One-Handed Backhand,0
6006,John Isner,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
6007,Viktor Troicki,24,1993.07.19,183,175.0,111,"Pittsburgh, PA, USA",2012.0,14,22,Right-Handed,One-Handed Backhand,1
6008,Sam Querrey,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,One-Handed Backhand,1
6009,Stefan Kozlov,19,1998.02.01,183,174.0,167,"Skopje, Macedonia",2013.0,5,15,Right-Handed,Two-Handed Backhand,2
6010,Gilles Muller,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
6011,Ryan Harrison,31,1986.05.21,178,168.0,234,"Lubeck, Germany",2004.0,63,102,Right-Handed,Two-Handed Backhand,2
6012,Nikoloz Basilashvili,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
6013,Borna Coric,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
6014,Alexandr Dolgopolov,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
6015,Kevin Anderson,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
6016,David Ferrer,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
6017,Steve Johnson,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,One-Handed Backhand,1
6018,Fabio Fognini,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
